"Gemeinde_Nr","Ja_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Text_d","Text_f"
6702,25.865806825459,"Boécourt JU","Boécourt (JU)","Boécourt hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 5'967 Ja zu 2'599 Nein. Das entspricht einem Ja-Stimmen-Anteil von 25,9 Prozent. Boécourt stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Boécourt avec 25,9 pourcents de oui. A l'instar de son canton, Boécourt vote non."
6703,84.552271082066,"Bourrignon JU","Bourrignon (JU)","15,4 Prozent der Stimmbürgerinnen und Stimmbürger von Bourrignon haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Bourrignon stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","Les habitants de Bourrignon rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 15,4 pourcents de non. Bourrignon vote non, contrairement à son canton."
6704,13.0630270577967,"Châtillon JU","Châtillon (JU)","Châtillon JU ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 86,9 Prozent Nein verworfen. Châtillon JU stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Les habitants de Châtillon (JU) refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 86,9 pourcents de non. A l'instar de son canton, Châtillon (JU) vote non."
6706,34.7603930626065,"Courchapoix JU","Courchapoix (JU)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Courchapoix hat der Änderung des Bundesgesetzes mit 65,2 Prozent Nein-Stimmen verworfen. Courchapoix stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Courchapoix avec 65,2 pourcents de non. A l'instar de son canton, Courchapoix vote non."
6708,6.20024343952537,"Courrendlin JU","Courrendlin (JU)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Courrendlin hat der Änderung des Bundesgesetzes mit 93,8 Prozent Nein-Stimmen verworfen. Courrendlin stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Courrendlin avec 93,8 pourcents de non. A l'instar de son canton, Courrendlin vote non."
6709,0.0773413106799126,"Courroux JU","Courroux (JU)","Courroux ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 99,9 Prozent Nein verworfen. Courroux hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Jura.","Les habitants de Courroux refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 99,9 pourcents de non. Courroux se signale par le plus grand pourcentage de non du Jura"
6710,62.6727738650516,"Courtételle JU","Courtételle (JU)","Courtételle hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 6'971 Ja zu 14 Nein. Das entspricht einem Ja-Stimmen-Anteil von 62,7 Prozent. Courtételle stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Courtételle avec 62,7 pourcents de oui. Courtételle vote non, contrairement à son canton."
6711,64.1381421592087,"Delsberg JU","Delémont (JU)","35,9 Prozent Stimmbürgerinnen und Stimmbürger von Delsberg haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Delsberg stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","A Delémont, les habitants disent non à 35,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Delémont vote non, contrairement à son canton."
6712,50.9922707686201,"Develier JU","Develier (JU)","Mit 7'188 Nein zu 3'522 Ja haben die Stimmbürgerinnen und Stimmbürger von Develier höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 49 Prozent. Develier stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","A Develier, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 49 pourcents de non. Develier vote non, contrairement à son canton."
6713,6.38151422608644,"Ederswiler JU","Ederswiler (JU)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Ederswiler hat der Änderung des Bundesgesetzes mit 93,6 Prozent Nein-Stimmen verworfen. Ederswiler stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Ederswiler avec 93,6 pourcents de non. A l'instar de son canton, Ederswiler vote non."
6715,26.2844809796661,"Mervelier JU","Mervelier (JU)","Mervelier ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 73,7 Prozent Nein verworfen. Mervelier stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Les habitants de Mervelier refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 73,7 pourcents de non. A l'instar de son canton, Mervelier vote non."
6716,77.5961144594476,"Mettembert JU","Mettembert (JU)","Mit 3'960 Nein zu 1'984 Ja haben die Stimmbürgerinnen und Stimmbürger von Mettembert höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 22,4 Prozent. Mettembert stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","A Mettembert, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 22,4 pourcents de non. Mettembert vote non, contrairement à son canton."
6718,28.7452006712556,"Movelier JU","Movelier (JU)","Mit 4'954 Nein zu 34 Ja haben die Stimmbürgerinnen und Stimmbürger von Movelier höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 71,3 Prozent. Movelier stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Movelier, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 71,3 pourcents de non. A l'instar de son canton, Movelier vote non."
6719,52.2592641646042,"Pleigne JU","Pleigne (JU)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Pleigne mit 47,7 Prozent abgelehnt worden. Pleigne stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","C'est non à 47,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Pleigne. Pleigne vote non, contrairement à son canton."
6721,10.3053987491876,"Rossemaison JU","Rossemaison (JU)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Rossemaison mit 3'265 Ja zu 3'160 Nein angenommen worden. 10,3 Prozent befürworten damit höhere Kinderabzüge. Rossemaison stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Rossemaison, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 10,3 pourcents de oui. A l'instar de son canton, Rossemaison vote non."
6722,14.4240741850808,"Saulcy JU","Saulcy (JU)","14,4 Prozent der Stimmbürgerinnen und Stimmbürger von Saulcy haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Saulcy stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Saulcy, les habitants disent oui à 14,4 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Saulcy vote non."
6724,87.6328084152192,"Soyhières JU","Soyhières (JU)","Mit 7'706 Ja zu 2'097 Nein hat sich Soyhières für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Soyhières stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","Les habitants de Soyhières approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 87,6 pourcents de oui. Soyhières vote non, contrairement à son canton."
6729,59.8529872484505,"Haute-Sorne JU","Haute-Sorne (JU)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Haute-Sorne mit 40,1 Prozent abgelehnt worden. Haute-Sorne stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","C'est non à 40,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Haute-Sorne. Haute-Sorne vote non, contrairement à son canton."
6730,40.2594200568274,"Val Terbi JU","Val Terbi (JU)","40,3 Prozent der Stimmbürgerinnen und Stimmbürger in Val Terbi haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Val Terbi stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","C'est oui à 40,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Val Terbi. A l'instar de son canton, Val Terbi vote non."
6741,67.3800909891725,"Le Bémont JU","Le Bémont (JU)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Le Bémont JU mit 7'035 Ja zu 3'279 Nein angenommen worden. 67,4 Prozent befürworten damit höhere Kinderabzüge. Le Bémont JU stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","A Le Bémont (JU), les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 67,4 pourcents de oui. Le Bémont (JU) vote non, contrairement à son canton."
6742,32.9308756394312,"Les Bois JU","Les Bois (JU)","32,9 Prozent der Stimmbürgerinnen und Stimmbürger von Les Bois haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Les Bois stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Les Bois, les habitants disent oui à 32,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Les Bois vote non."
6743,28.1626995420083,"Les Breuleux JU","Les Breuleux (JU)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Les Breuleux hat der Änderung des Bundesgesetzes mit 71,8 Prozent Nein-Stimmen verworfen. Les Breuleux stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Les Breuleux avec 71,8 pourcents de non. A l'instar de son canton, Les Breuleux vote non."
6744,24.6643837774172,"La Chaux-des-Breuleux JU","La Chaux-des-Breuleux (JU)","La Chaux-des-Breuleux hat mit 24,7 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. La Chaux-des-Breuleux stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Les habitants de La Chaux-des-Breuleux acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 24,7 pourcents de oui. A l'instar de son canton, La Chaux-des-Breuleux vote non."
6745,50.2775994129479,"Les Enfers JU","Les Enfers (JU)","50,3 Prozent der Stimmbürgerinnen und Stimmbürger in Les Enfers haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Les Enfers stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","C'est oui à 50,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Les Enfers. Les Enfers vote non, contrairement à son canton."
6748,15.1068333070725,"Les Genevez JU","Les Genevez (JU)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Les Genevez JU hat der Änderung des Bundesgesetzes mit 84,9 Prozent Nein-Stimmen verworfen. Les Genevez JU stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Les Genevez (JU) avec 84,9 pourcents de non. A l'instar de son canton, Les Genevez (JU) vote non."
6750,10.3779886849225,"Lajoux JU","Lajoux (JU)","89,6 Prozent Stimmbürgerinnen und Stimmbürger von Lajoux JU haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Lajoux JU stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Lajoux (JU), les habitants disent non à 89,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Lajoux (JU) vote non."
6751,61.0633155563846,"Montfaucon JU","Montfaucon (JU)","Montfaucon ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 38,9 Prozent Nein verworfen. Montfaucon stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","Les habitants de Montfaucon refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 38,9 pourcents de non. Montfaucon vote non, contrairement à son canton."
6753,28.2236246392131,"Muriaux JU","Muriaux (JU)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Muriaux mit 8'245 Ja zu 1'058 Nein angenommen worden. 28,2 Prozent befürworten damit höhere Kinderabzüge. Muriaux stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Muriaux, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 28,2 pourcents de oui. A l'instar de son canton, Muriaux vote non."
6754,60.5036484310403,"Le Noirmont JU","Le Noirmont (JU)","Mit 4'388 Nein zu 3'265 Ja haben die Stimmbürgerinnen und Stimmbürger von Le Noirmont höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 39,5 Prozent. Le Noirmont stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","A Le Noirmont, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 39,5 pourcents de non. Le Noirmont vote non, contrairement à son canton."
6757,79.915319965221,"Saignelégier JU","Saignelégier (JU)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Saignelégier mit 7'945 Ja zu 6'415 Nein angenommen worden. 79,9 Prozent befürworten damit höhere Kinderabzüge. Saignelégier stimmt damit bei dieser Vorlage anders als der Kanton Jura, der Ja gesagt hat.","A Saignelégier, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 79,9 pourcents de oui. Saignelégier vote non, contrairement à son canton."
6758,5.32892539631575,"Saint-Brais JU","Saint-Brais (JU)","5,3 Prozent der Stimmbürgerinnen und Stimmbürger von Saint-Brais haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Saint-Brais stimmt damit bei dieser Vorlage gleich wie der Kanton Jura Nein","A Saint-Brais, les habitants disent oui à 5,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Saint-Brais vote non."
